,Comment
1763,"""Imagine being able say, you know what, no sanctions, no forever hearings on IEAA regulations, no more hiding\xa0under\xa0the pretense of friendly nuclear energy. \xa0You have 2 days to; \xa0i.e. \xa0let in the inspectors, quit killing the civilians, respect the border and rights of your neighboring country, \xa0or we ( whoever we are) will shut off your nuclear plant, your monitoring system and whatever else we fancy, like your water\xa0treatment\xa0plants and early warning sandstorm system and the traffic lights of all major cities...\xa0\nand yes..( pinky finger to lip edge) so your teenagers revolt and topple your regime... \xa0disconnect ... FACEBOOK.... buwhahjahahaha."""
1764,"""@Flying Squid I eagerly await any new ""evidence"" presented by the FRC :)"""
1765,"""Didn't you already say this Radioactive? Let me guess, you think it's so impressive you have it saved in Word so you can copy and paste it at will? Gonna go pick on fat people, right? Some\xa0activists don't have the tolerance\xa0you expect will be shown for your stupidity--I\xa0can't stand\xa0racists either. As we discussed above, I don't like Nazis and I don't owe you tolerance. Why don't you man (or woman) up and post a picture of yourself. I'll be happy to tear you apart in just the same way you are attempting to tear others up. Didn't expect that here did you? Thought\xa0we'd all be willing to\xa0reason with you...teach you..that some of us\xa0aren't\xa0more disgusted by you\xa0than you\xa0are of\xa0fat? I'm done trolling for the day. Just know, we exist and can be just as mean and hateful as you can\xa0 ;) \n\nIf you want to have a respectful, thoughtful,\xa0conversation I suggest you start showing some\xa0respect and thoughfulness."""
1766,"""Why have our taxes gone up? Because now that Obama is in office every week they have to restock the entire place with new silverware."""
1767,"""I do not like the cone of shame."""
1768,"""go back to storm front you racist retard"""
1769,"""Getting tired of media matters...any media trying to act like they know something WE cannot figure out for ourselves.\\xc2\\xa0 Candidates for any office need gullible people to vote for them to get into office.\\xc2\\xa0 I will promise anything and everything to get this low paying govt. job so I can then steal you blind.\\xc2\\xa0 HOW smart are we?\\xc2\\xa0 We vote for stooges because of promises and never hold them to task.\\xc2\\xa0 If they cannot or won't do what they say, throw their bum ass out of office.\\xc2\\xa0 This will save money on their pensions.\\xc2\\xa0 BTW anyone over 65 should be tossed out of office for being unenergetic, archaic, lame, blind, or just a Washington insider.\\xc2\\xa0 Let the young people take over since this is their world."""
1770,"""While you were hiding and watching, right?"""
1771,"""Your IQ is obviously under 130 since you're not familiar with the flynn effect."""
1772,"""You're a dumb turd...other than that, have a nice evening.\xa0 ;)"""
1773,"""@CoonHoundTrainer he was coach of the year for many reasons... KD, Westbrook, Ibaka, Jeff Green, James Harden, just to name a few"""
1774,"""I wouldn't count on Davis for bringing a team past 25 wins in his first season.  Bigs take at least 3 years to get used to the speed of the game and I'm not sure if we've seen enough to know if he can be truly dominant (he needs to put A LOT of work in).  Hopefully he won't have the injuries some of the other recent big men have had."""
1775,"""ONLY ONE DEWING DA SWITCHIN IS YO MOTHER,SHE SWITCHED FROM FROGGY STYLE TO DOGGY STYLE WHEN IM IN HER!.  COULD YOU HEAR HER SCREAMING IN YOUR LIL PISS STAINED BED SITTIN NEXT DOOR IN YOUR SMALL ASS TRAILER?  I KNOW YOU DID BECAUSE THEM WALLS IS NOT EVEN A INCH THICK AND THE WHOLE DAMN TRAILER WAS SHAKING HAD TO CALL THE FIRE DEPT TO JACK THAT THING BACK UP ON THOSE CINDER BLOCKS WHEN I WAS DONE"""
1776,"""fuck yeah!\ni wonder about his new hair..huhuhu"""
1777,"""A moron because this person does not have your point of view?"""
1778,"""You are right.\nDo what you can while you can and hope to get to OCT and play your best ball.\nLike STL did."""
1779,"""You don't intimidate me you two bit bully...go fudge yourself you low life low rent douchebag."""
1780,"""All you complainers , dont  forget that this is the SUN , a paper of Arse & Tits . If you dont like it. go  and read the Guardian . Love Lisa in the shiny gear. """
1781,"""@really?: YES IT IS, it's my SHIELD towards the afro-american negro's to let them know my INFAMOUS WORDS goes with the flag. you can say it's my new look & they should be lucky i didn't put a picture of a burn!ng Kross on it instead."""
1782,"""Hey look! It's a woman who's down and out and living on the streets. And your reaction to that is to stalk her and humiliate her publicly? What kind of sick fuck are you?"""
1783,"""Giving people rides to vote would be something I would like to do. Maybee I will have a car before the Nov election and I will be able to volunteer for that."""
1784,"""Fuck you all, motherfuckers!"""
1785,"""that's intensely fucked up.\n\n\nthe rampant misogyny is awful as well."""
1786,"""That doesn't make him any less undead."""
1787,"""I love this blog but its comments like this that make me think you're a pretentious comedy douche. \n\n\n""It seems to me that when a majority of critically lauded network sitcoms\n have female leads and you are a person best known for being friends \nwith Jimmy Kimmel, being on The Celebrity Apprentice and Dancing with the Stars, and hosting a podcast, well, you should shut the fuck up about who's funny and who isn't. "" \n\nHe definitively best known for The Man Show or his podcast that was once the most downloaded podcast on earth. He also wrote a Book that debuted on the NYT best sellers list. Don't try to downplay a mans career because you disagree with a comment he said about women in comedy. Corolla is a paid comedian with over a decade of being prominent in show business he is allowed to air his opinions on comedy and say who is funny and who is not."""
1788,"""kikwang isnt in the mv..or are you talking about something else?"""
1789,"""no, what is pathetic is your attempt to communicate in the english language. also, your over-reaction. you must be one of those catholic boys fooked up the ass. and you like it!"""
1790,"""dunno but I won't let one of your stupid fucking posts go unanswered while I'm on trb\n\nyou thought DZ was a douche...just wait bitch"""
1791,"""Gabby in Florida  ********* ""Liberals want Obama to be a king, not a president\n\nNew York (CNN) -- Can liberals ever be happy? I keep asking myself this question as I hear an increasing number complaining about President Obama. ... ""\n******************\nThe article <b>published</b> by CNN was <b>written by</b> Dean Obeidallah.  The following editor\u2019s note precedes the article \u2026 \n\n<b>Editor's note</b>: Dean Obeidallah, a former attorney, <b>is a political comedian</b> and frequent commentator on various TV networks including CNN. \n\nHe is the editor of the politics blog ""The Dean's Report"" and co-director of the upcoming documentary, ""<b>The Muslims Are Coming!</b>""\n\nhttp://www.cnn.com/2012/06/08/opinion/obeidallah-liberals-obama/index.html"""
1792,"""Grow up you stupid mongoloid. Christianity is just as disgusting."""
1793,"""kollam.. evanonnum vere oru paniyumille??? nanam kettavan........."""
1794,"""We should at least get a tax credit!"""
1795,"""Holy Gee Willikers, your depth of knowledge and thought has been revealed! \xa0How can anyone debate such a showing of intelligence. \xa0You have earned this, it has been determined, you have brought this on yourself, you leave me no choice..................................you are dumb."""
1796,"""Too bad none of you are worthy of carrying his jock strap."""
1797,"""No shit, and it's killing us slowly."""
1798,"""Ever wonder why Conservatives are constantly falling over themselves to suck up to Israel and blame/block the Palestinians in every way?\\n\\nOur countries present day international policy goes back to a book of fairy tales written thousands of years ago which basically says in order for Jesus to come back, THE JEWS MUST BE IN CONTROL OF THE LAND OF ISRAEL. It was no accident that we ""gave"" them that land after the war.\\n\\nSo if you ever try to discuss this topic with someone and all facts and reason seem to be going nowhere, understand you are likely talking to a person that holds their faith above logic and reasoning or they have been spoon fed misinformation by those that do. """
1799,"""Lol veloce, i had to go, thats why i let you betray me :)\nFuck. You. :)"""
1800,"""And those of us fortunate enough to know you, silver....are eternally grateful for your mom instilling and passing on her strength, fortitude and endurance to you, my good friend."""
1801,"""Nanette Lepore:\xa0http://bit.ly/MykDd3"""
1802,"""Why are you speaking only about China and not about all the countries like China."""
1803,"""It is totally, totally wrong to feature Frank Barron's picture and no one else.\xa0 Why in the world would you endorse this loser with all his baggage and not include Coroner Harry Harman who is almost scandel-free?!?\xa0 Once again, the State shows its incredible bias."""
1804,"""Sorry, but this is all for show.  Cameron just thinks that if he talks tough it will go down well with the electors.  Everyone knows that he will achieve absolutely nothing."""
1805,"""As soon as people gain celebrity status, they think they are invincible. The way Tim Healy talks one would assume he is about 6ft 6ins. Well knock at least a foot off that. He must have a black belt at something- possibly bluffing."""
1806,"""and you don't know what happen either so we're even"""
1807,"""no, makemud, i don't like you, i don't believe you, i don't even believe you still have your manhood between your legs. \xa0you are a phoney, made of mud."""
1808,"""You still haven't answered my 3 Qs:\n\n1. Why isn't Obama targeting Pal terrorists if he's so anti radical Islam?\n\n2. Why did Nasser militarize Sinai even though Israeli troops were on the Syrian border?\n\n3. Why are you still occupying Indian land? Will it ever end?\n\nWill these Qs ever be answered? I doubt it."""
1809,"""These people are nuts.......so repubs don't breathe the same air or drink the same water as dims do? The sad thing is, the cult like followers in the dimparty will believe and parrot the same remarks....."""
1810,"""Not when you do it without constructive reasoning, it isn't."""
1811,"""Stop crying  C's fans your time is up."""
1812,"""Why don't you go take yourself deep loser"""
1813,"""Republicans dont realize it, but,  ""birtherism"" and ""Rev Wright"" are dogs that dont hunt"""
1814,"""<i>""They were two separate quotes from - you...Nevermind, I guess you don't get your own posts.""</i>\n\nYes, they were two <i>separate</i> quotes from me!!\n\nKey word:\xa0 Separate"""
1815,"""did dude a lame, you got spalshed, big deal, you in a pool, really? u want an apology. he can't even fight, you threw him in da pool. you lame, bitch ass, n then u ran when he got bak out, bitchass nigga....u would have gotten served if dat was me, lame!"""
1816,"""Yeah, need to get some fucking nuts before\xa0tonight's\xa0episode."""
1817,"""We need ""Judge Dred"" type of law\\xc2\\xa0enforcement... Your guilt!!!\\xc2\\xa0punishment! death... \\xc2\\xa0bang.. simple\\xc2\\xa0\\xc2\\xa0\\xc2\\xa0"""
1818,"""Stand your ground Eric Holder, let the whole thing hang out, including Issa's background.  The US congress has a 14% approval and credibility by the American public.  Don't let a sleaze like Issa push you around.  MAKE IT ALL PUBLIC.  Them Republican crooks have NO credibility."""
1819,"""Well, the Inquisition would be relevant to this discussion if we were living in Medieval Europe.\nIt's obvious that you need to brush up on your current events."""
1820,"""I would say the same to you but from reading your posts it's easy to assume your gay"""
1821,"""Lmao noone goes a damn what ur country says. And actually not it isn't more offense it just makes u look dumb . And correction FUCK YOU."""
1822,"""Fuck, it's starting to get scary.\nSoon Facebook will really become our Big Brother."""
1823,"""Are you...a girl?"""
1824,"""and you're not a bigot because .....?"""
1825,"""It's Tupac motherfucker. The Illuminati did not kill me and I am alive and well."""
1826,"""A time se bavi\u0161, Lune...""Magi\u010dnim gljivama"" sa ""\u010darobnim mo\u0107ima"". Adolescentu jedan...."""
1827,"""Your dumb"""
1828,"""WHAT A FUCKING ASS\xa0NACHO!!!!!!!!! And YOU sir are\xa0awesome :D"""
1829,"""Cook2Emisary and Mirtthful (with 2 t's) is the same person, spamming racism and blatant idiocy... makes the same posts dozens of times a day, and liking his own posts. Be sure to flag his sorry \xe5ss."""
1830,"""Despite the fact that I agree with you about this particular\xa0 topic, people like you don't go far with that attitude of never-giving-a-fuck-about-other-opinions-or-points-of-view and thinking they are always right."""
1831,"""I think he left from embarrassment though."""
1832,"""Funny how the left and gay activists applaud the decision by vote of a legislative body (in New Jersey), but vehemently reject and attack the decision by vote of the people (of California) whom a legislative body represents. This is not about rights, but about the agenda of one particular group who will stop at nothing to get what they want. This proves they value government over the people, which is exactly why our founding fathers incited a revolution. """
1833,"""That seemed like a year ago.\nAlot has happened since then.\nThey have been hit with some more injuries and some uninspiring ball.\nCoupled with CIN and STL playing good ball,\nThe Brew Crew might be a little less vocal this series.\nI know I would be."""
1834,"""I cant even imagine being raped but especially not a week after giving birth! That poor women was most likely in more pain then could even be imagined. She had barely started to heal... He needs to experiece what rape feels like!"""
1835,"""So glad someone else loves her to, i only found out this month browsing new releases :)\n\nx x x"""
1836,"""colrouge,\n\n\n\nmaybe he should\nrecommend Joan Williams and see if she reciprocates.\n\n\n\nThen he'd have\ntwo friends."""
1837,"""fuck u faggot.. who the hell are you to call a county ""shit"". u gotta be a bastard. get your self fucked.. u base born piece of shit.."""
1838,"""Gus Katsaros\n    \u200f@KatsHockey\n  \n      \n\n      \n        RT @KyleTheReporter: This is Jake Gardiner's 95th game of the season between the Leafs and Marlies. Preseason makes it 101"""
1839,"""Obama killed bin Laden. \n\nWho do you want him to kill? Or, why not just do it yourself?"""
1840,"""wait, wait, wait.... you are actually getting a gs3?"""
1841,"""World without heterosexuality = A world without people\nWorld without homosexuality = A world without AIDS and gay pedophilia"""
1842,"""well i did...so you're an idiot."""
1843,"""Nothing wrong with the jets bringing in a couple of tackles to compete with Hunter. Add a little depth at the spot to. Hunter was the first to acknowledge hi splay was spotty at best would be suprised if he was upset with the moves"""
1844,"""Trolls believe in posting stupid messages to get a rise out of people."""
1845,"""Aitazaz change your name to aitarz. Shame on you Allah gave you respect and you could not keep it. Shame on you"""
1846,"""HA!\nThat's what <i>she</i> said!"""
1847,"""Sorry, I'm sure he doesn't live up to Maher's pandering or Rita Rutner's droning like an insect."""
1848,"""I love you Kandee! I pray for you and your family. At least you are able to find the humor through this time, which is so important! Lots of love to you... Briana"""
1849,"""If one peels away your sarcasm you'll see that we are right. I'm feeling a bit tired so I'll put on a soccer game. Better than a sleeping pill."""
1850,"""14 REASONS 2 IGNORE THE SMEAR CAMPAIGN AGAINST RON PAUL  1. He didn't even write those newsletters. Do you think Oprah writes everything that is in O Magazine?  2. Look what all the other guys are doing. Santorum is so homophobic look his name up on Google. Obama is killing brown skinned people every day in Afghanistan and Pakistan. Gingrich and Romney are crazy.   3. Ron Paul already apologized for letting others use his name like that in those newsletters.  4. Ron Paul didn't even know what was in those newsletters. He made a mistake by trusting the editors, but that doesn't make him racist.  5. People act like 'sheeple' and just want to maintain the status quo.  6. Most who are attacking Ron Paul are bigger racists than he is.  7. Ron Paul wants to end the war.  8. Ron Paul has delivered black babies for free, a racist wouldn't do that.  9. Libertarians see people as people, not collectives.  10. Ron Paul would legalize marijuana and end the war on drugs.  11. Ron Paul didn\\xe2\\x80\\x99t write the ads for the newsletter.  12. There are more important things to talk about than some statements from 20 years ago that are being taken out of context.  13. This is just a coordinated smear campaign anyway.  14. There are no better candidates than Ron Paul."""
1851,"""What about sailors, airmen, Coasties and Marines ;^P"""
1852,"""If you are a normal, nonliberal white person, get out of California.\xa0 I am starting to think us whites should move to the Northwest, like Washington, Oregon, Idaho, Montana or Wyoming."""
1853,"""@matsif Booooooooo *flagged*"""
1854,"""I Fucks wit real niggas u kant keep it g then u shud be dropped period nigga"""
1855,"""Because this guy is so fucking clueless that he has no idea what 'irony' actually is."""
1856,"""Sorry I gave all my votes to Chooch for the All-Star game."""
1857,"""Multiparty = multi-million $$$ elections fought\xa0 out by parties eager to bribe the voters to gain office, which is seen as a position from which they can reward their supporters throughout the country, with sinecure jobs, pork barrel projects and massive corruption at all levels.\n\nJust like Cuba between 1902 - 1958.\n\nHave the Cuban people expressed a desire to return to their status as a US puppet regime in thrall to a gang of corrupt and venal politicians? Except for a tiny clique of US financed ""dissidents"" and their exile supporters in Florida, no."""
1858,"""Clarrisani is as Australian and Muslim as Barney Frank is straight.\n\nAnother domestic liberal Democrat blog troll - BUSTED.\n\nGo back to MediaMatters: you failed.  You liberals are REALLY SCARED - relax.\n\nObama and you scumbags will be nuked this fall - nothing you can do about it.\n\nRelax!  Don't get a migraine over all this blog talk.  You're not that smart."""
1859,"""The irony in your misspelled statement is just fabulous."""
1860,"""I know many songwriters (myself included) that feel - for lyric writing especially - that the morning (after you first roll out of bed) is a very free association and productive period. I have a good friend who wrote many hit songs who made himself take one or two naps during the day so that he can have a few of these precious, inspired periods per day. Some songs can happen instantly - but some songwriters might spend the same amount of time on a great song as someone might spend writing a whole book. That all being said - for creative artist type writing - when you have to write something for a film or TV show ASAP, or have a deadline to get a song to an artist - you just have to do it and not make such a big deal out of it all. After you do it a number of times you gain confidence and no longer doubt the inevitable favorable outcome of your efforts - in fact you totally enjoy the intense focus and process. If you are getting freaky, overwhelmed, stressed or grumpy about any aspect - that is writer's stage fright - eventually you will find that to be unnecessary & counter productive. (...and it will make your friends & family wish you find a new profession!!) """
1861,"""Well done Cameron!  About blooming time!   I wonder how many scroungers there are that have been  receiving these benefits for donkey's years simply because they don't want to work?"""
1862,"""You must be related to garnett."""
1863,"""that is a lie, do your research,ass wipe, her parents a well connected DemoCrap dick suckers"""
1864,"""Agreed. This is the only place he can come to confront gay people."""
1865,"""You put it so well! Many a hear is breaking over this nonsense :("""
1866,"""You are such an idiot. Not that I disagree with this particular post, but nevertheless, youre a bafoon. That is all."""
1867,"""No monkey drinking it's own piss .GIF?"""
1868,"""You must be the biggest idiot I have seen make a comment in a long time. The guy is on life support and will probably die. And the good ole boys club is going to let him get away with murder. And you justify it? You are slime."""
1869,"""shut up you are stupid dumb ass when you have stupid comment like this keep them to your self ""john"". Detective conan is the best of the best so shut it up."""
1870,"""Wow, you sound like me. \xa0The first day back after my surgery I worked 10 hours. \xa0We give\xa0overachieving\xa0a bad name I guess. \xa0Take care of yourself, OK? \xa0And as for your therapist - fuck her."""
1871,"""Taking the bull by the horn,meaning military action as is proposed by the COAS is\\xc2\\xa0 not going to solve BH issue.This is cos military would just harrass and exterminate innocent citizens and rape their wives and children as it is happeing in Maiduguri.THE BH ATTACKS WERE WORSEN BY THE PRESENCE OF SOLDIERS.PEOPLE WERE NOT FLEEING MAIDUGURI UNTIL THE SOLDIERS ARRIVED.\\nYou can not go to war (physically) with people you do not know.They dont have identity,it is not written on their faces.You have no idea about their hideout or HQs.So where are you going to attack.\\nThe most important strategy now is intelligence gathering-let the SSS,DMI,the Police and even the NIA deploy their operatives in disguise and not in SUITS to Maiduguri and anywhere the BH are perceived to be present.Get some report,make some arrests ,extract information from them and prosecute them.\\nAnd lastly the president admitted he knows some BH members in his government.Let him assist Nigeria by mentioning their names to the security operatives for interrogating them. """
1872,"""""From what I have seen it's run down, dirty, unkept.\xa0\xa0 There's no reason why it has to look like this\xa0 -\xa0 IMO.\xa0 Paint, picking up trash, mowing laws doesn't cost a whole lot.""\n\n\nYou're right. \xa0Get off your lazy ass and do it and stop bitching about it then."""
1873,"""I'm thinking immolation might be the correct gift."""
1874,"""Why are you defending white-collar criminals?"""
1875,"""He can be on DRUGS, Mentally disabled, or just a big time fag. So who the fuck are you to call me an idiot?? STFU"""
1876,"""More like fucking goddess."""
1877,"""What a boob you are."""
1878,"""no.\xa0\nYou are beautiful!\n:)"""
1879,"""@pokecheck \xa0\xa0@SusieMo\xa0both ways but still only towards home"""
1880,"""@AngryAngel @DanOwen   Dan, what does that have to do with solving the energy problem? Perhaps a social problem."""
1881,"""CAN YOU PLEASE SEND ME YOUR ENTIRE WARDROBE, NAMELY THIS DRESS?\n\nYour hair is just so beautiful - like Angel hair!\n\nAnd your dress is to die for! The color, the zippers, the style! Ahh heaven dress!"""
1882,"""you just saw the 4chan thread today faggot"""
1883,"""i need to buy a kazoo so i can put a kazoo solo in my new song"""
1884,"""Stan the man sends Joe down for the count!"""
1885,"""dis nigga wack af everybody dat watch battle raps was dick eatin da boy like he was gone spazz on dizaster lmao this battle rap scene startin to get water down like mainstream rap....... nigga got his note pad like he reading scripts from a movie or some shit eminem death you a min ago #skitfuckindaddle"""
1886,"""Nice thought but not a realistic one.\xa0 \n\nThe best we can hope for is that after he gets voted out, Barack and his gang are slowly brought to justice in future years."""
1887,"""like I say, she ALWAYS pulls shit when the boss goes to this particular meeting (I think because it lasts two weeks)"""
1888,"""Why does the SSN on Obama Selective Service card point to a state he never lived in and the name Jean Ludwig?"""
1889,"""Oh heck, you've gone and done it now. Next thing you know Gayle will marshal her flying monkey squadron, fly to England on her broom and tell those UK mormons what to do, her way."""
1890,"""So Sorry\xa0 for your loss. God bless you and your family."""
1891,"""It is you who is the confused one. \xa0I don't hate anyone. no matter how screwed up I might think their views or lifestyle is, unlike yourself."""
1892,"""He don't like the food and tap water ! Who does? Jail food is shit but you will get use to it. Three months will fly by and the rest of your life will be gravy!!! Hold your head up!"""
1893,"""Read it in USA Today ---Akron 2nd lightest traffic in the USA\n\nhttp://www.usatoday.com/news/nation/story/2012-05-22/traffic-congestion-down/55120930/1"""
1894,"""Want to put your money where you mouth is? In honor of Mitt Romney, how about a 10,000 dollar bet?"""
1895,"""If you want to know if your school is fucked, see if it's on this list: http://www.americanbar.org/groups/legal_education/resources/aba_approved_law_schools/in_alphabetical_order.html"""
1896,"""I personally think most of your comments are the garbage, but you're a troll, so i think it's pretty normal, you can't change your nature."""
1897,"""FANS ARE SOOOO BLIND DUMB. refs handed game to spurs??? THUNDER MADE two more free throws than the spurs (19 to 17) AND SPURS STILL WON! shut it haters"""
1898,"""No.\n\nGod is not a doofus.\n\nA self-loathing failure of a human being like you is a doofus.\n\nA pathetic, lonely doormat of a person with no social skills like you is a doofus.\n\nA semi-literate moron without even the most basic of writing skills who is clearly out of his league like you are is a doofus.\n\nShall I go on, Cupcake? \xa0You're just too easy."""
1899,"""Look at the graphs that show the percentage of GDP consumed by the government in the 'boom' years versus the 'bust' years.\n\nWhen the government consumes more, the economy goes bust."""
1900,"""That crazy b*tch was Irish you idiot."""
1901,"""I wish Burke would just come out and say we are going to develop this year again and just play our young players and not care if we lose. I dont want to lose either Scrivens or Reimer just because we have no room"""
1902,"""@NotBornEveryMinute @Mickey Bitsko @'Micah Carter It's really easy for me. I just DO NOT click on your lame links, LOL"""
1903,"""Schitty, you are an ignorant terrorist-loving cowardly buffoon!"""
1904,"""Whine, whimper, troll.\xa0 Look up, look up, the sky is falling."""
1905,"""What a SHOW both parties put on to suck more money out of the tax payer."""
1906,"""How do you know she isn't heart broken?"""
1907,"""I have been sayign that for years, but the republicans somehow manage to not raise the taxes.. oh wait in MC you are charged 4% tax on FOOD.\xa0\n\nHow stupid am I...\nFuck you republicans."""
1908,"""Pretty boy shit, fuck yall ugly ass niggas know about it ? if you aint neva spent an hour in the mirror don't talk too me"""
1909,"""Liberals think\xa0amnesty\xa0will stop illegal immigration."""
1910,"""Oh dear, oh dear, oh dear.\n\nDid someone forget that bullshitting is frowned upon around here?"""
1911,"""Yankee fans pay no mind to RaysDad..He's a troll and a true coward."""
1912,"""Pervs everywhere demanding rights for their brand of abomination, once we\\xc2\\xa0condone and support\\xc2\\xa0perversion, how can anyone expect to control it or limit it?\\xc2\\xa0 the minute this lunacy becomes law, the ""community activists"" will go to work, funding it\\'s spread with your tax dollars.\\xc2\\xa0 Hard to believe?\\xc2\\xa0 Look at welfare.\\xc2\\xa0 Just meant to help the hard up.\\xc2\\xa0 It has now reached the point where freeloaders make more ($37) than the average working/taxpaying stiff ($32K).\\xc2\\xa0\\xc2\\xa0 The gay BS will turn out exactly like this, if we allow it."""
1913,"""First the contraception bitching over the compromise. now this.\\\\n\\\\n \\\\n\\\\nTwo facepalms in one day.\\\\n\\\\n \\\\n\\\\nI almost feel sorry for these guys when I think of November. I almost do.\\\\n\\\\n \\\\n\\\\nAlmost."""
1914,"""Piss off you sniveling little turd."""
1915,"""Some one sounds jealous that their stupidly over priced piece of shit that looks like a brick doesn't have an operating system that sounds as yummy as it is advanced! I guarantee you any android phone out there that costs within $100 of any iPhone you've ever owned is more powerful and useful without a doubt. Everyone talks about the guy on bath salts that eats some hobos face but what about you isheep that are on bath salts?! your just as bad and just as ignorant!"""
1916,"""It's going to be a highlight reel for Miami tonight. Just sit back and enjoy the ride."""
1917,"""@eatrelatelove good article!!! I was over here like yes!!! LOL"""
1918,"""Is this a picture of the dole queue in Shepherds Bush?!"""
1919,"""LETS ALL WORSHIP MONEY.....UNTIL OUR DEATH BED"""
1920,"""Fuckin idiot. Branca so fuckin idiot!!!"""
1921,"""The Rox have some new blood on the team and it takes a little while for everyone to get used to new ideas and the way the team works and what works for the team.\xa0 Some may be a little\xa0may be a little more set in their ways and need more work\xa0and time to figure out what works here.\xa0Dynamics are different with each team.\xa0 I like to watch the Rox win or lose and each game have high hopes for them to\xa0win."""
1922,"""Children are dirty and annoying.  Beware of ANYONE who is willing to spend time with anyone ELSE'S children."""
1923,"""That is a nice act of kindness.\xa0 You must be a good tenant for your landlady to like you enough to give you this."""
1924,"""Maybe Paul Ray should pay more for being a politician (aka liar, reckless spender, ass kisser, idiot).\\xc2\\xa0 Wonder which insurance provider he is doing?"""
1925,"""You sound like a cool guy I can't wait to here more from you!"""
1926,"""If you do not see the problem, \xa0then you are part of it."""
1927,"""@jakesnake99 @noBjustRyan Jake is stuck in the Bob Whitsett days."""
1928,"""Hoping you're wrong about Gordon, they couldn't kill the Comish!!! \xa0:("""
1929,"""Of course you would think that being a liberal lemming and flying monkey that you are. Anything that your side does that is immoral, corrupt and un American is a republican lie! Problem is, that is all they are and do and we have seen the truth.\\xc2\\xa0\\n\\nSo blow it out your arse. But thanks for the verbal bird cage liner you continuously supply. You and your ilk are the main supply of info and reason as to why Obama an liberalism needs to go."""
1930,"""Tim Healy. Keep your ugly face out of it! If she has problems, they are entirely of her own making!"""
1931,"""No, you are just a moron."""
1932,"""fuck u and your moma bitch"""
1933,"""he ran out on his team and has won nothing. he's a queen"""
1934,"""hope you are using a soft brush otherwise you may be doing harm to your enamel."""
1935,"""I can respect that, I feel just as strongly just of different  opinion. Happy pinning you are very good at it."""
1936,"""Conservatives consider it cheaper to dig mass graves for all the poor soon to be dead on the streets than raise taxes."""
1937,"""Less regulation, fewer unions equal more jobs."""
1938,"""Yes I would whore and I'll fuck you in your stinking black shitter as well cunt rot whore......Try washing your fuck hole slut your cunt slime fucking stinks"""
1939,"""@we r all husseins They are not the engineers. They are the whores of the greedy bastard engineers."""
1940,"""Obama made a big mistake at the start of his presidency-he placed the cart before the horse when he spent his capital on Obamacare when he should have been focussed on the economy-without economist Paul Krugman's advise (Krugman is an idiot). Once the economy was on track he would have been relected and could have passed his Obamacare-but he did not do that-he had to appease his socialist base (the Nancy Pelosis and her ilk) and reinforce his ideology. I think the old Democratic Party hacks will force him out and allow Romney in for the next 4 years as a stepping stone to Hillary Clinton in 2016. If Obama wins people will not relect a Democrat for the next two terms and that would do Hillary in.  Clinton is paving the way for his wfie-believe me Obamalama, you're out partner-go back to what you do best-be a member of the UN and foster a peace plan with Assa in Syria and better yet, go back tyo Chicago and straighten that murder capital out, won't you??."""
1941,"""The sexual preference of your parents does not determine your sexual preference.\\xc2\\xa0 Every gay person I know had straight parents. Every child of gay parents I know is straight"""
1942,"""Send me ur sister so i can fuck her vergin ass. ahaaaaaaaaa"""
1943,"""You are beyond reason, living in a delusional world just as most right-wingers are."""
1944,"""http://www.youtube.com/watch?v=EqQuihD0hoI&feature=related heavy metal guys will be heppy"""
1945,"""Thanks for your comment. Of course, I don't mind. Cute away."""
1946,"""Randal, I don't want to beat up on you here since I'm very grateful you invited me to co-write God or Godless. I agree skeptics are learning something from you. So let me revise my speculation to be more precise. Most non-believers, especially former Christians, have CONSIDERED YOUR CONCLUSIONS BEFORE, but most Christians have not considered \nthe things I say. You are interesting. I'll grant you that. Perhaps what interests them is something Dr. Valerie Tarico said of my magnum opus:<blockquote>What is unusual about Loftus is his breadth and depth of research in \ndefense of the Christian faith before finally rejecting his faith. \nLoftus applies himself in this book with the same intellectual rigor he \nhad applied to defending the faith, and effectively dissects those very \nsame arguments. I found myself marveling at the impressively contorted \nreasoning used by apologists through the ages in defense of their \nreceived traditions. They are worth reading from the standpoint of \ncognitive psychology alone.</blockquote>You illustrate this better than most every other Christian apologist out there."""
1947,"""And you're another puppet of the Marxists spouting the same anticapitalist ""fair share""\xa0nonsense as your forebears a century ago, with your ironic, ""look how intellectual I am"" granny-glasses and poorly-grown facial hair, whining about ""Faux News"" and the Koch bros, living in terror of long-dead robber barons and\xa0the ""corporate oligarchy"" and rubbing one daily\xa0out to your well-used copy of Norma Rae, then patting yourself on the back for being one of the ""smart people"" who ""gets it"".\n\nWhy don't you pack it in, hit the bricks, don't let the door hit you in the ass on the way out because nobody's buying your constant insults, effete superiority\xa0or\xa0tired leftist garbage here.\n\n...and you can jam that commie fist up your fudgehole for good measure.\xa0 Just try not to enjoy it too much.\xa0\n\n\n\n\nSorry to be so indelicate\xa0folks, I've had it with these lefty morons.\xa0 They don't even make a token effort at factual debate anymore, it's nothing but ""you're so stupid"", ""you're a racist"" and various assorted\xa0leftist cliches about ""corporate overlords"" and ""fair share"", etc..\xa0that were tired and\xa0laughable to everyone but the densest of college freshmen\xa050 years ago."""
1948,"""No, just people like you."""
